datetime mains
"2016-03-27 12:00:00" 846.0
"2016-03-27 13:00:00" 735.0
"2016-03-27 14:00:00" 657.0
"2016-03-27 15:00:00" 615.0
"2016-03-27 16:00:00" 1159.0
"2016-03-27 17:00:00" 7292.0
"2016-03-27 18:00:00" 1346.0
"2016-03-27 19:00:00" 888.0
"2016-03-27 20:00:00" 5571.0
"2016-03-27 21:00:00" 1100.0
"2016-03-27 22:00:00" 559.0
"2016-03-27 23:00:00" 563.0
"2016-03-28 00:00:00" 804.0
"2016-03-28 01:00:00" 832.0
"2016-03-28 02:00:00" 554.0
"2016-03-28 03:00:00" 2412.0
"2016-03-28 04:00:00" 772.0
"2016-03-28 05:00:00" 645.0
"2016-03-28 06:00:00" 1026.0
"2016-03-28 07:00:00" 975.0
"2016-03-28 08:00:00" 708.0
"2016-03-28 09:00:00" 879.0
"2016-03-28 10:00:00" 751.0
"2016-03-28 11:00:00" 975.0
"2016-03-28 12:00:00" 1117.0
"2016-03-28 13:00:00" 1250.0
"2016-03-28 14:00:00" 860.0
"2016-03-28 15:00:00" 1014.0
"2016-03-28 16:00:00" 5318.0
"2016-03-28 17:00:00" 813.0
"2016-03-28 18:00:00" 999.0
"2016-03-28 19:00:00" 1662.0
"2016-03-28 20:00:00" 1695.0
"2016-03-28 21:00:00" 710.0
"2016-03-28 22:00:00" 626.0
"2016-03-28 23:00:00" 493.0
"2016-03-29 00:00:00" 474.0
"2016-03-29 01:00:00" 624.0
"2016-03-29 02:00:00" 736.0
"2016-03-29 03:00:00" 620.0
"2016-03-29 04:00:00" 482.0
"2016-03-29 05:00:00" 480.0
"2016-03-29 06:00:00" 1065.0
"2016-03-29 07:00:00" 731.0
"2016-03-29 08:00:00" 553.0
"2016-03-29 09:00:00" 563.0
"2016-03-29 10:00:00" 1465.0
"2016-03-29 11:00:00" 915.0
"2016-03-29 12:00:00" 764.0
"2016-03-29 13:00:00" 671.0
"2016-03-29 14:00:00" 812.0
"2016-03-29 15:00:00" 1064.0
"2016-03-29 16:00:00" 876.0
"2016-03-29 17:00:00" 970.0
"2016-03-29 18:00:00" 1333.0
"2016-03-29 19:00:00" 3323.0
"2016-03-29 20:00:00" 3323.0
"2016-03-29 21:00:00" 1074.0
"2016-03-29 22:00:00" 660.0
"2016-03-29 23:00:00" 620.0
"2016-03-30 00:00:00" 493.0
"2016-03-30 01:00:00" 493.0
"2016-03-30 02:00:00" 615.0
"2016-03-30 03:00:00" 727.0
"2016-03-30 04:00:00" 616.0
"2016-03-30 05:00:00" 2705.0
"2016-03-30 06:00:00" 2998.0
"2016-03-30 07:00:00" 784.0
"2016-03-30 08:00:00" 548.0
"2016-03-30 09:00:00" 646.0
"2016-03-30 10:00:00" 675.0
"2016-03-30 11:00:00" 572.0
"2016-03-30 12:00:00" 692.0
"2016-03-30 13:00:00" 1231.0
"2016-03-30 14:00:00" 923.0
"2016-03-30 15:00:00" 1195.0
"2016-03-30 16:00:00" 1245.0
"2016-03-30 17:00:00" 1044.0
"2016-03-30 18:00:00" 878.0
"2016-03-30 19:00:00" 1725.0
"2016-03-30 20:00:00" 1671.0
"2016-03-30 21:00:00" 854.0
"2016-03-30 22:00:00" 498.0
"2016-03-30 23:00:00" 609.0
"2016-03-31 00:00:00" 620.0
"2016-03-31 01:00:00" 615.0
"2016-03-31 02:00:00" 492.0
"2016-03-31 03:00:00" 722.0
"2016-03-31 04:00:00" 483.0
"2016-03-31 05:00:00" 827.0
"2016-03-31 06:00:00" 1177.0
"2016-03-31 07:00:00" 598.0
"2016-03-31 08:00:00" 614.0
"2016-03-31 09:00:00" 902.0
"2016-03-31 10:00:00" 840.0
"2016-03-31 11:00:00" 475.0
"2016-03-31 12:00:00" 681.0
"2016-03-31 13:00:00" 606.0
"2016-03-31 14:00:00" 483.0
"2016-03-31 15:00:00" 991.0
"2016-03-31 16:00:00" 2921.0
"2016-03-31 17:00:00" 1766.0
"2016-03-31 18:00:00" 834.0
"2016-03-31 19:00:00" 1435.0
"2016-03-31 20:00:00" 1294.0
"2016-03-31 21:00:00" 1704.0
"2016-03-31 22:00:00" 699.0
"2016-03-31 23:00:00" 490.0
"2016-04-01 00:00:00" 594.0
"2016-04-01 01:00:00" 613.0
"2016-04-01 02:00:00" 616.0
"2016-04-01 03:00:00" 821.0
"2016-04-01 04:00:00" 476.0
"2016-04-01 05:00:00" 1074.0
"2016-04-01 06:00:00" 1130.0
"2016-04-01 07:00:00" 706.0
"2016-04-01 08:00:00" 2380.0
"2016-04-01 09:00:00" 998.0
"2016-04-01 10:00:00" 1180.0
"2016-04-01 11:00:00" 1047.0
"2016-04-01 12:00:00" 1203.0
"2016-04-01 13:00:00" 809.0
"2016-04-01 14:00:00" 670.0
"2016-04-01 15:00:00" 747.0
"2016-04-01 16:00:00" 2457.0
"2016-04-01 17:00:00" 769.0
"2016-04-01 18:00:00" 787.0
"2016-04-01 19:00:00" 1035.0
"2016-04-01 20:00:00" 1382.0
"2016-04-01 21:00:00" 873.0
"2016-04-01 22:00:00" 858.0
"2016-04-01 23:00:00" 528.0
"2016-04-02 00:00:00" 774.0
"2016-04-02 01:00:00" 642.0
"2016-04-02 02:00:00" 762.0
"2016-04-02 03:00:00" 521.0
"2016-04-02 04:00:00" 648.0
"2016-04-02 05:00:00" 770.0
"2016-04-02 06:00:00" 544.0
"2016-04-02 07:00:00" 756.0
"2016-04-02 08:00:00" 914.0
"2016-04-02 09:00:00" 1093.0
"2016-04-02 10:00:00" 1009.0
"2016-04-02 11:00:00" 845.0
"2016-04-02 12:00:00" 1076.0
"2016-04-02 13:00:00" 5598.0
"2016-04-02 14:00:00" 2745.0
"2016-04-02 15:00:00" 2433.0
"2016-04-02 16:00:00" 770.0
"2016-04-02 17:00:00" 609.0
"2016-04-02 18:00:00" 762.0
"2016-04-02 19:00:00" 1326.0
"2016-04-02 20:00:00" 915.0
"2016-04-02 21:00:00" 783.0
"2016-04-02 22:00:00" 657.0
"2016-04-02 23:00:00" 482.0
"2016-04-03 00:00:00" 654.0
"2016-04-03 01:00:00" 608.0
"2016-04-03 02:00:00" 534.0
"2016-04-03 03:00:00" 741.0
"2016-04-03 04:00:00" 480.0
"2016-04-03 05:00:00" 482.0
"2016-04-03 06:00:00" 652.0
"2016-04-03 07:00:00" 2635.0
"2016-04-03 08:00:00" 1440.0
"2016-04-03 09:00:00" 967.0
"2016-04-03 10:00:00" 988.0
"2016-04-03 11:00:00" 824.0
"2016-04-03 12:00:00" 5574.0
"2016-04-03 13:00:00" 1103.0
"2016-04-03 14:00:00" 728.0
"2016-04-03 15:00:00" 708.0
"2016-04-03 16:00:00" 1333.0
"2016-04-03 17:00:00" 1170.0
"2016-04-03 18:00:00" 3411.0
"2016-04-03 19:00:00" 1307.0
"2016-04-03 20:00:00" 971.0
"2016-04-03 21:00:00" 1042.0
"2016-04-03 22:00:00" 775.0
"2016-04-03 23:00:00" 594.0
"2016-04-04 00:00:00" 746.0
"2016-04-04 01:00:00" 609.0
"2016-04-04 02:00:00" 626.0
"2016-04-04 03:00:00" 484.0
"2016-04-04 04:00:00" 609.0
"2016-04-04 05:00:00" 613.0
"2016-04-04 06:00:00" 927.0
"2016-04-04 07:00:00" 559.0
"2016-04-04 08:00:00" 875.0
"2016-04-04 09:00:00" 880.0
"2016-04-04 10:00:00" 781.0
"2016-04-04 11:00:00" 2392.0
"2016-04-04 12:00:00" 971.0
"2016-04-04 13:00:00" 710.0
"2016-04-04 14:00:00" 730.0
"2016-04-04 15:00:00" 716.0
"2016-04-04 16:00:00" 1202.0
"2016-04-04 17:00:00" 2700.0
"2016-04-04 18:00:00" 1676.0
"2016-04-04 19:00:00" 1759.0
"2016-04-04 20:00:00" 832.0
"2016-04-04 21:00:00" 1011.0
"2016-04-04 22:00:00" 486.0
"2016-04-04 23:00:00" 897.0
